kanji	codepoint	strokes	grade	freq	jlpt	ref_sh_kk	on'yomi	kun'yomi	meanings
津	27941	9	8	1036	1	668	シン	つ	haven, port, harbor, ferry
墜	22684	15	8	1466	1	1132	ツイ	お･ちる, お･つ	crash, fall (down)
椎	26894	12	8	1911	1	2116	ツイ, スイ	つち, う･つ	chinquapin, mallet, spine
槌	27084	13	9	2462			ツイ	つち	hammer, mallet
追	36861	9	3	411	2	1174	ツイ	お･う	chase, drive away, follow, pursue, meanwhile
鎚	37786	17					ツイ, タイ	つち	hammer, mallet
痛	30171	12	6	903	2	1320	ツウ	いた･い, いた･む, いた･ましい, いた･める	pain, hurt, damage, bruise
通	36890	10	2	80	3	150	ツウ, ツ	とお･る, とお･り, -とお･り, -どお･り, とお･す, とお･し, -どお･し, かよ･う	traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.
塚	22618	12	8	869	1	1751	チョウ	つか, -づか	hillock, mound
栂	26626	9						つが, とが	hemlock, (kokuji)
掴	25524	11					カク	つか･む, つか･まえる, つか･まる	catch, seize, grasp, hold, arrest, capture
槻	27131	15	9	2008	1	2126	キ	つき	Zelkova tree
佃	20291	7	9	2193			テン, デン	つくだ	cultivated rice field
漬	28460	14	8	1818	1	1793	シ	つ･ける, つ･かる, -づ･け, -づけ	pickling, soak, moisten, steep
柘	26584	9	9				シャ, ジャク	そ, つげ, やまぐわ	wild mulberry
辻	36795	5	9	1614				つじ	crossing, crossroad, street corners, (kokuji)
蔦	34086	14	9	2215	1	2228	チョウ	つた	vine, ivy
綴	32180	14	9	2149			テイ, テツ, テチ, ゲツ	と･じる, つづ･る, つづり, すみ･やか	compose, spell, write, bind (books)
鍔	37716	17					ガク	つば	sword guard, kettle brim
椿	26943	13	9	1829	1	2118	チン, チュン	つばき	camellia
潰	28528	15	8				カイ, エ	つぶ･す, つぶ･れる, つい･える	crush, smash, break, dissipate
坪	22378	8	8	1823	1	1896	ヘイ	つぼ	two-mat area, approx. thirty-six sq ft
壷	22775	11		2197			コ	つぼ	jar, pot, hinge knuckle, one's aim
嬬	23340	17					ジュ	よわ･い	mistress, weak
紬	32044	11	9		1	2193	チュウ	つむぎ, つむ･ぐ	pongee (a knotted silk cloth)
爪	29226	4	8	2025			ソウ	つめ, つま-	claw, nail, talon
吊	21514	6		2475			チョウ	つ･る, つる･す	suspend, hang, wear (sword)
釣	37347	11	8	1542	1	1862	チョウ	つ･る, つ･り, つ･り-	angling, fish, catch, allure, ensnare
鶴	40372	21	8	1369	1	2277	カク	つる	crane, stork
亭	20141	9	8	1627	1	1184	テイ, チン		pavilion, restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name
低	20302	7	4	435	3	561	テイ	ひく･い, ひく･める, ひく･まる	lower, short, humble
停	20572	11	5	733	2	1185	テイ	と･める, と･まる	halt, stopping
偵	20597	11	8	1857	1	1928	テイ		spy
剃	21059	9		2411			テイ	まい, そ･る, す･る	shave
貞	35998	9	8	1389	1	1681	テイ, ジョウ	ただし･い, さだ	upright, chastity, constancy, righteousness
呈	21576	7	8	1571	1	1590	テイ		display, offer, present, send, exhibit
堤	22564	12	8	1658	1	1592	テイ	つつみ	dike, bank, embankment
定	23450	8	3	48	2	355	テイ, ジョウ	さだ･める, さだ･まる, さだ･か	determine, fix, establish, decide
帝	24093	9	8	1276	1	1179	テイ	みかど	sovereign, the emperor, god, creator
底	24213	8	4	867	2	562	テイ	そこ	bottom, sole, depth, bottom price, base, kind, sort
庭	24237	10	3	816	2	1112	テイ	にわ	courtyard, garden, yard
廷	24311	7	8	1439	1	1111	テイ		courts, imperial court, government office
弟	24351	7	2	1161	3	405	テイ, ダイ, デ	おとうと	younger brother, faithful service to elders
悌	24716	10	9	2474	1	2072	テイ, ダイ		serving our elders
抵	25269	8	8	1182	1	560	テイ		resist, reach, touch
挺	25402	10	9	2189			チョウ, テイ	ぬ･く	bravely volunteer, counter for guns, inksticks, palanquins, rickshaws
提	25552	12	5	254	1	628	テイ, チョウ, ダイ	さ･げる	propose, take along, carry in hand
梯	26799	11	9	2218			テイ, タイ	はしご	ladder, stairs, insatiable drinking
汀	27712	5	9		1	2133	テイ	みぎわ, なぎさ	water's edge, shore, bank
碇	30855	13					テイ	いかり	anchor, grapnel
禎	31118	13	9	2083	1	2180	テイ	さいわ･い	happiness, blessed, good fortune, auspicious
程	31243	12	5	514	2	417	テイ	ほど, -ほど	extent, degree, law, formula, distance, limits, amount
締	32224	15	8	797	1	1180	テイ	し･まる, し･まり, し･める, -し･め, -じ･め	tighten, tie, shut, lock, fasten
艇	33351	13	8	1433	1	1666	テイ		rowboat, small boat
訂	35330	9	8	1690	1	1019	テイ	ただ･す	revise, correct, decide
諦	35558	16	8	2457			テイ, タイ	あきら･める, つまびらか, まこと	truth, clarity, abandon, give up
蹄	36420	16	9	2469			テイ	ひづめ	hoof
逓	36883	10	8	1957	1	1937	テイ	かわ･る, たがいに	relay, in turn, sending
邸	37048	8	8	905	1	563	テイ	やしき	residence, mansion
鄭	37165	15	9	1732			テイ, ジョウ		an ancient Chinese province
釘	37336	10	9	2496			テイ, チョウ	くぎ	nail, tack, peg
鼎	40718	13	9				テイ	かなえ	three legged kettle
泥	27877	8	8	1589	2	1621	デイ, ナイ, デ, ニ	どろ, なず･む	mud, mire, adhere to, be attached to
摘	25688	14	8	564	1	1447	テキ	つ･む	pinch, pick, pluck, trim, clip, summarize
擢	25826	17	9				テキ, タク	ぬ･く, ぬき･んでる	excel in, surpass, pull out, select
敵	25973	15	6	1205	1	416	テキ	かたき, あだ, かな･う	enemy, foe, opponent
滴	28404	14	8	2019	2	1446	テキ	しずく, したた･る	drip, drop
的	30340	8	4	105	2	210	テキ	まと	bull's eye, mark, target, object, adjective ending
笛	31515	11	3	1928	1	1471	テキ	ふえ	flute, clarinet, pipe, whistle, bagpipe, piccolo
適	36969	14	5	670	2	415	テキ	かな･う	suitable, occasional, rare, qualified, capable
鏑	37841	19					テキ	かぶら, かぶらや, やじり	arrowhead
溺	28346	13	8				デキ, ジョウ, ニョウ	いばり, おぼ･れる	drown, indulge
哲	21746	10	8	1093	1	1397	テツ	さとい, あきらか	philosophy, clear
徹	24505	15	8	968	1	1422	テツ		penetrate, clear, pierce, strike home, sit up (all night)
撤	25764	15	8	811	1	1423	テツ		remove, withdraw, disarm, dismantle, reject, exclude
轍	36685	19		2484			テツ	わだちい, わだち	rut, wheel track
迭	36845	8	8	1907	1	1507	テツ		transfer, alternation
鉄	37444	13	3	672	2	312	テツ	くろがね	iron
典	20856	8	4	1055	1	367	テン, デン	ふみ, のり	code, ceremony, law, rule
填	22635	13					テン, チン	は･まる, は･める, うず･める, しず･める, ふさ･ぐ	fill in
天	22825	4	1	512	4	141	テン	あまつ, あめ, あま-	heavens, sky, imperial
展	23637	10	6	352	2	1129	テン		unfold, expand
店	24215	8	2	378	4	168	テン	みせ, たな	store, shop
添	28155	11	8	1501	1	1433	テン	そ･える, そ･う	annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate
纏	32399	21	9				テン, デン	まつ･わる, まと･う, まと･める, まと･まる, まと･い	wear, wrap, tie, follow around, collect
甜	29980	11					テン	うま･い, あま･い	sweet
貼	36028	12	8	2444			テン, チョウ	は･る, つ･く	stick, paste, apply
転	36578	11	3	327	3	433	テン	ころ･がる, ころ･げる, ころ･がす, ころ･ぶ, まろ･ぶ, うたた, うつ･る, くる･めく	revolve, turn around, change
顛	39003	19					テン	いただき, たお･れる	overturn, summit, origin
点	28857	9	2	165	2	169	テン	つ･ける, つ･く, た･てる, さ･す, とぼ･す, とも･す, ぼち	spot, point, mark, speck, decimal point
伝	20253	6	4	416	2	434	デン, テン	つた･わる, つた･える, つた･う, つだ･う, -づた･い, つて	transmit, go along, walk along, follow, report, communicate, legend, tradition
殿	27583	13	8	1199	2	1130	デン, テン	との, -どの	Mr., hall, mansion, palace, temple, lord
澱	28593	16					デン, テン	おり, ど･ろ, よど･み, よど･む	sediment, grounds, dregs, stagnant
田	30000	5	1	90	3	35	デン	た	rice field, rice paddy
電	38651	13	2	268	4	108	デン		electricity
兎	20814	8	9				ト, ツ	うさぎ	rabbit, hare
吐	21520	6	8	1674	1	1253	ト	は･く, つ･く	spit, vomit, belch, confess, tell (lies)
堵	22581	11	9				ト	かき	fence, railing, enclosure
塗	22615	13	8	1414	2	1073	ト	ぬ･る, ぬ･り, まみ･れる	paint, plaster, daub, smear, coating
妬	22956	8	8				ト, ツ	ねた･む, そね･む, つも･る, ふさ･ぐ	jealous, envy
屠	23648	11					ト, チョ	ほふ･る	slaughter, butcher, slay
徒	24466	10	4	817	2	430	ト	いたずら, あだ	on foot, junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people
斗	26007	4	8	1885	1	1899	ト, トウ		Big Dipper, ten sho (vol), sake dipper, dots and cross radical (no. 68)
杜	26460	7	9	2062	1	2103	ト, トウ, ズ	もり, ふさ･ぐ, やまなし	woods, grove
渡	28193	12	8	446	2	378	ト	わた･る, -わた･る, わた･す	transit, ford, ferry, cross, import, deliver, diameter, migrate
登	30331	12	3	566	2	960	トウ, ト, ドウ, ショウ, チョウ	のぼ･る, あ･がる	ascend, climb up
菟	33759	11					ト, ツ	うさぎ	dodder (plant)
賭	36077	15	8	1989			ト	か･ける, かけ	gamble, wager, bet
途	36884	10	8	717	2	1072	ト	みち	route, way, road
都	37117	11	3	123	3	188	ト, ツ	みやこ	metropolis, capital, all, everything
鍍	37709	17					ト	めっき	plating, gilding
砥	30757	10	9				シ, テイ, キイ, チ	と, といし, と･ぐ, みが･く	whetstone, grindstone
砺	30778	10					レイ	あらと, みが･く	whetstone, polish
努	21162	7	4	749	2	1595	ド	つと･める	toil, diligent, as much as possible
度	24230	9	3	110	3	377	ド, ト, タク	たび, -た･い	degrees, occurrence, time, counter for occurrences, consider, attitude
土	22303	3	1	307	4	24	ド, ト	つち	soil, earth, ground, Turkey
奴	22900	5	8	1932	1	1933	ド	やつ, やっこ	guy, slave, manservant, fellow
怒	24594	9	8	1221	2	1596	ド, ヌ	いか･る, おこ･る	angry, be offended
倒	20498	10	8	791	2	905	トウ	たお･れる, -だお･れ, たお･す, さかさま, さかさ, さかしま	overthrow, fall, collapse, drop, break down
党	20826	10	6	39	2	495	トウ	なかま, むら	party, faction, clique
冬	20908	5	2	1090	3	459	トウ	ふゆ	winter
凍	20941	10	8	1284	2	1205	トウ	こお･る, こご･える, こご･る, い･てる, し･みる	frozen, congeal, refrigerate
刀	20992	2	2	1794	1	37	トウ	かたな, そり	sword, saber, knife
唐	21776	10	8	1727	1	1697	トウ	から	T'ang, China, foreign
塔	22612	12	8	1708	2	1840	トウ		pagoda, tower, steeple
塘	22616	13					トウ	つつみ	dike, embankment
套	22871	10	9				トウ	かさ･ねる	accumulate, big and long, hackneyed
宕	23445	8	9	2248			トウ	すぎる	cave
島	23798	10	3	245	2	286	トウ	しま	island
嶋	23947	14	10	1633			トウ	しま	island
悼	24764	11	8	1645	1	1680	トウ	いた･む	lament, grieve over
投	25237	7	3	236	2	1021	トウ	な･げる, -な･げ	throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss
搭	25645	12	8	1472	1	1915	トウ		board, load (a vehicle), ride
東	26481	8	2	37	4	71	トウ	ひがし	east
桃	26691	10	8	1784	1	1567	トウ	もも	peach
梼	26812	11					トウ		block of wood, blockhead, stupid
棟	26847	12	8	1406	1	1406	トウ	むね, むな-	ridgepole, ridge
盗	30423	11	8	1051	2	1100	トウ	ぬす･む, ぬす･み	steal, rob, pilfer
淘	28120	11		2410			トウ	よな･げる	select
湯	28271	12	3	1356	2	632	トウ	ゆ	hot water, bath, hot spring
涛	28059	10					トウ	なみ	waves, billows
灯	28783	6	4	1605	2	1333	トウ	ひ, ほ-, ともしび, とも･す, あかり	lamp, a light, light, counter for lights
燈	29128	16	10	2456			トウ	ひ, ほ-, ともしび, とも･す, あかり	lamp, light, counter for lights
当	24403	6	2	91	2	77	トウ	あ･たる, あ･たり, あ･てる, あ･て, まさ･に, まさ･にべし	hit, right, appropriate, himself
痘	30168	12	8		1	1942	トウ		pox, smallpox
祷	31095	11	9				トウ	いの･る, いの･り, まつ･る	pray
等	31561	12	3	798	2	569	トウ	ひと･しい, など, -ら	etc., and so forth, class (first), quality, equal, similar
答	31572	12	2	486	3	160	トウ	こた･える, こた･え	solution, answer
筒	31570	12	8	1631	2	1472	トウ	つつ	cylinder, pipe, tube, gun barrel, sleeve
糖	31958	16	6	1471	1	1698	トウ		sugar
統	32113	12	5	125	1	830	トウ	す･べる, ほび･る	overall, relationship, ruling, governing
到	21040	8	8	1032	2	904	トウ	いた･る	arrival, proceed, reach, attain, result in
董	33891	12	9				トウ	ただ･す	correct
蕩	34153	15					トウ	とろ･かす, とろ･ける, うご･く	melt, be charmed, captivated
藤	34276	18	8	291	1	2231	トウ, ドウ	ふじ	wisteria
討	35342	10	6	528	1	1018	トウ	う･つ	chastise, attack, defeat, destroy, conquer
謄	35588	17	8	2295	1	1779	トウ		mimeograph, copy
豆	35910	7	3	1422	1	958	トウ, ズ	まめ, まめ-	beans, pea, midget
踏	36367	15	8	723	1	1559	トウ	ふ･む, ふ･まえる	step, trample, carry through, appraise, evade payment
逃	36867	9	8	931	2	1566	トウ	に･げる, に･がす, のが･す, のが･れる	escape, flee, shirk, evade, set free
透	36879	10	8	1035	1	1685	トウ	す･く, す･かす, す･ける, とう･る, とう･す	transparent, permeate, filter, penetrate
鐙	37913	20					トウ	あぶみ, たかつき, ひともし	stirrup
陶	38518	11	8	1680	1	1650	トウ	すえ	pottery, porcelain
頭	38957	16	2	433	3	276	トウ, ズ, ト	あたま, かしら, -がしら, かぶり	head, counter for large animals
騰	39472	20	8	1420	1	1780	トウ	あが･る, のぼ･る	leaping up, jumping up, rising, advancing, going
闘	38360	18	8	751	1	1511	トウ	たたか･う, あらそ･う	fight, war
働	20685	13	4	417	3	232	ドウ	はたら･く	work, (kokuji)
動	21205	11	3	73	3	231	ドウ	うご･く, うご･かす	move, motion, change, confusion, shift, shake
同	21516	6	2	15	3	198	ドウ	おな･じ	same, agree, equal
堂	22530	11	5	1010	3	496	ドウ		public chamber, hall
導	23566	15	5	354	2	703	ドウ	みちび･く	guidance, leading, conduct, usher
憧	24999	15	8	2259	1	2077	ショウ, トウ, ドウ	あこが･れる	yearn after, long for, aspire to, admire, adore
撞	25758	15	9				ドウ, トウ, シュ	つ･く	thrust, pierce, stab, prick
洞	27934	9	8	1618	1	1301	ドウ	ほら	den, cave, excavation
瞳	30643	17	8	2069	1	2173	ドウ, トウ	ひとみ	pupil (of eye)
童	31461	12	3	1138	2	410	ドウ	わらべ	juvenile, child
胴	33012	10	8	1904	1	1300	ドウ		trunk, torso, hull (ship), hub of wheel
萄	33796	11	9				ドウ, トウ		grape vine, wild grape
道	36947	12	2	207	4	149	ドウ, トウ	みち, いう	road-way, street, district, journey, course, moral, teachings
銅	37509	14	5	1505	2	1605	ドウ	あかがね	copper
峠	23776	9	8	1941	1	1351		とうげ	mountain peak, mountain pass, climax, crest, (kokuji)
鴇	40199	15					ホウ	とき, のがん	wild goose, madam of a brothel, crested ibis
匿	21311	10	8	2024	1	1771	トク	かくま･う	hide, shelter, shield
得	24471	11	5	175	2	374	トク	え･る, う･る	gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit
徳	24499	14	4	1091	1	1038	トク		benevolence, virtue, goodness, commanding respect
涜	28060	10					トク, トウ	けが･す, けが･れ, みぞ	defile, blaspheme, ditch
特	29305	10	4	234	3	282	トク		special
督	30563	13	8	534	1	1670	トク		coach, command, urge, lead, supervise
禿	31167	7					トク	ちび･る, かむろ, は･げる, はげ	become bald, bare, wear out, waste away, little girl employed at a brothel
篤	31716	16	8	1942	1	1883	トク	あつ･い	fervent, kind, cordial, serious, deliberate
毒	27602	8	5	1419	2	522	ドク		poison, virus, venom, germ, harm, injury, spite
独	29420	9	5	365	2	219	ドク, トク	ひと･り	single, alone, spontaneously, Germany
読	35501	14	2	618	4	244	ドク, トク, トウ	よ･む, -よ･み	read
栃	26627	9	4	1427				とち	horse chestnut, (kokuji)
